f_attemps,f_ishometeam,f_Corners,f_Offsides,f_Ball_Posession,f_Yellow_cards,f_Red_cards,f_Fouls_suffered,f_passes_attemted,f_passes_completed,f_pass_completion_rate,f_diameter,f_largest_cliques,f_countmax_cliques,f_reciprocity,f_global_clustering,f_diversity,f_hubs,f_authorities,f_pagerank_max,f_pagerank_mean,f_pagerank_median,f_assortativity,f_AverageNeighborhood,f_degree_centralization,f_betweenness_centralization,f_closeness_centralization,s_attemps,s_ishometeam,s_Corners,s_Offsides,s_Ball_Posession,s_Yellow_cards,s_Red_cards,s_Fouls_suffered,s_passes_attemted,s_passes_completed,s_pass_completion_rate,s_diameter,s_largest_cliques,s_countmax_cliques,s_reciprocity,s_global_clustering,s_diversity,s_hubs,s_authorities,s_pagerank_max,s_pagerank_mean,s_pagerank_median,s_assortativity,s_AverageNeighborhood,s_degree_centralization,s_betweenness_centralization,s_closeness_centralization,label
17,1,4,2,0.57,1,0,10,378,280,0.74,4,7,2,0.8157894736842105,0.7217573221757322,1.6766961325918528,0.10975866608672713,0.1226812675799686,0.14540222413628057,0.09090909090909091,0.08143214799834449,-0.2585238250197973,7.169119769119769,15.200000000000003,0.3777777777777778,8.565226440226441,14,0,7,2,0.43,2,0,10,285,198,0.69,5,6,12,0.7142857142857143,0.6746411483253588,1.7439774657545772,0.10771039379646485,0.11297831240303437,0.13046590125364232,0.09090909090909093,0.10068503918308822,-0.3236927779837036,6.777597402597403,14.000000000000002,0.4555555555555556,8.175971087735794,1
14,0,7,2,0.43,2,0,10,285,198,0.69,5,6,12,0.7142857142857143,0.6746411483253588,1.7439774657545772,0.10771039379646485,0.11297831240303437,0.13046590125364232,0.09090909090909093,0.10068503918308822,-0.3236927779837036,6.777597402597403,14.000000000000002,0.4555555555555556,8.175971087735794,17,1,4,2,0.57,1,0,10,378,280,0.74,4,7,2,0.8157894736842105,0.7217573221757322,1.6766961325918528,0.10975866608672713,0.1226812675799686,0.14540222413628057,0.09090909090909091,0.08143214799834449,-0.2585238250197973,7.169119769119769,15.200000000000003,0.3777777777777778,8.565226440226441,1
13,1,10,1,0.5,2,0,20,292,189,0.65,3,7,12,0.7804878048780488,0.7801418439716312,1.8446214763655029,0.10490317513144229,0.10125370656617949,0.16601390997493323,0.09090909090909091,0.09137718533115154,-0.30740705219772285,7.421067821067822,16.400000000000002,0.3111111111111111,8.999782080664435,9,0,9,3,0.5,4,0,13,300,184,0.61,4,8,2,0.7368421052631579,0.7145833333333333,1.7779755732409084,0.10694939075817606,0.11366315844560207,0.15745891222222108,0.09090909090909091,0.08394432103783755,-0.1419989258942235,6.85465367965368,15.2,0.3888888888888889,8.562552643434998,1
9,0,9,3,0.5,4,0,13,300,184,0.61,4,8,2,0.7368421052631579,0.7145833333333333,1.7779755732409084,0.10694939075817606,0.11366315844560207,0.15745891222222108,0.09090909090909091,0.08394432103783755,-0.1419989258942235,6.85465367965368,15.2,0.3888888888888889,8.562552643434998,13,1,10,1,0.5,2,0,20,292,189,0.65,3,7,12,0.7804878048780488,0.7801418439716312,1.8446214763655029,0.10490317513144229,0.10125370656617949,0.16601390997493323,0.09090909090909091,0.09137718533115154,-0.30740705219772285,7.421067821067822,16.400000000000002,0.3111111111111111,8.999782080664435,0
7,1,1,1,0.47,6,1,22,280,188,0.67,4,6,4,0.746268656716418,0.6530054644808743,1.6170531525095537,0.11994777950097324,0.12012947245321473,0.14847033788027428,0.09090909090909091,0.08998767223139573,-0.1853044831715473,6.168542568542568,13.399999999999999,0.5111111111111111,7.955210424250671,14,0,4,1,0.53,3,0,15,368,260,0.71,6,8,1,0.7692307692307693,0.7430830039525692,1.8001085135544814,0.11599004631855797,0.10352499260382608,0.1484638317623595,0.09090909090909088,0.08250307513654768,-0.13798490444208997,7.178391053391054,15.6,0.3777777777777778,8.63020313020313,1
14,0,4,1,0.53,3,0,15,368,260,0.71,6,8,1,0.7692307692307693,0.7430830039525692,1.8001085135544814,0.11599004631855797,0.10352499260382608,0.1484638317623595,0.09090909090909088,0.08250307513654768,-0.13798490444208997,7.178391053391054,15.6,0.3777777777777778,8.63020313020313,7,1,1,1,0.47,6,1,22,280,188,0.67,4,6,4,0.746268656716418,0.6530054644808743,1.6170531525095537,0.11994777950097324,0.12012947245321473,0.14847033788027428,0.09090909090909091,0.08998767223139573,-0.1853044831715473,6.168542568542568,13.399999999999999,0.5111111111111111,7.955210424250671,1
22,1,6,3,0.64,2,0,18,561,469,0.84,6,9,2,0.9010989010989011,0.8590504451038575,1.867969337808956,0.11325772713441545,0.12010517140781038,0.1376000236667957,0.09090909090909091,0.09452977195961806,-0.1580122709515783,8.456601731601731,18.2,0.21111111111111117,9.551406926406926,2,0,0,1,0.36,6,0,15,261,173,0.66,5,6,5,0.6440677966101694,0.5743243243243243,1.5268781472745927,0.09627510673601217,0.11924263123168743,0.18648191923730997,0.09090909090909093,0.08521020354760374,-0.25888142212136966,6.011688311688312,11.8,0.6000000000000001,7.536471268669411,1
2,0,0,1,0.36,6,0,15,261,173,0.66,5,6,5,0.6440677966101694,0.5743243243243243,1.5268781472745927,0.09627510673601217,0.11924263123168743,0.18648191923730997,0.09090909090909093,0.08521020354760374,-0.25888142212136966,6.011688311688312,11.8,0.6000000000000001,7.536471268669411,22,1,6,3,0.64,2,0,18,561,469,0.84,6,9,2,0.9010989010989011,0.8590504451038575,1.867969337808956,0.11325772713441545,0.12010517140781038,0.1376000236667957,0.09090909090909091,0.09452977195961806,-0.1580122709515783,8.456601731601731,18.2,0.21111111111111117,9.551406926406926,0
15,1,7,3,0.57,1,0,8,548,397,0.72,8,7,8,0.810126582278481,0.7355072463768116,1.835363481208434,0.1076676140216587,0.13126348884255368,0.14475792732289028,0.09090909090909091,0.09366414891864604,-0.2578015307097157,7.6761904761904765,15.8,0.35555555555555557,8.600233100233101,11,0,6,1,0.43,4,1,6,401,251,0.63,6,8,4,0.775,0.7295373665480427,1.8691547284086998,0.10145291166734782,0.1166134819217205,0.15862933585335237,0.09090909090909091,0.08570109973979527,-0.18751163166401105,7.3394660894660895,16.0,0.36666666666666675,8.564768564768565,1
11,0,6,1,0.43,4,1,6,401,251,0.63,6,8,4,0.775,0.7295373665480427,1.8691547284086998,0.10145291166734782,0.1166134819217205,0.15862933585335237,0.09090909090909091,0.08570109973979527,-0.18751163166401105,7.3394660894660895,16.0,0.36666666666666675,8.564768564768565,15,1,7,3,0.57,1,0,8,548,397,0.72,8,7,8,0.810126582278481,0.7355072463768116,1.835363481208434,0.1076676140216587,0.13126348884255368,0.14475792732289028,0.09090909090909091,0.09366414891864604,-0.2578015307097157,7.6761904761904765,15.8,0.35555555555555557,8.600233100233101,0
